Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS022250,COZINHA ACTAMARES,"RUA ROQUE AMBROSIO CARNEIRO, SN",CENTRO,48725-000,ICHU,2913309,BA,actamares.ichu2016@gmail.com,28.357.247/0001-89,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos",0,200,-11.7513497,-39.1872102
CS016826,TERREIRO DE ONÉDES DA SILVA,"Rua Augusto Pestana, nº 19, 19",Tijuca,94852-130,ALVORADA,4300604,RS,veronicasilvachagas746@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",245,150,-29.9992716,-51.0454857
CS022203,COZINHA SOLIDÁRIA NOVA GAMELEIRA,"Rua Cinco, 30",Nova Cintra,30590-265,BELO HORIZONTE,3106200,MG,csmtstmg@gmail.com,,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",90,150,-19.8123056,-43.9441841
CS022355,"COZINHA SOLIDÁRIA ""VÓ ZIZI"" DA ASSOCIAÇÃO COOPER 3RS","Nagib Matte Merhej, 1070",Jd Suecia,13848-490,MOGI GUAÇU,3530706,SP,contato@cooper3rs.org.br,10.963.572/0001-20,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",126,50,-22.3537341,-46.9161791
CS022403,MAIS QUE AMIGOS DO BEM,"Avenida Atlântica, 211",Cassino,96207-424,RIO GRANDE,4315602,RS,mariangelaoliveirarg@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes",30,250,-32.1816460,-52.1556891
CS020926,COZINHA ANCESTRAL SOLIDÁRIA JOKO OMI,"Rua Marina, lote 16",Jardim Guandu,26298-030,NOVA IGUAÇU,3303500,RJ,ileaseosumjokoomi.bangbose@gmail.com,58.579.284/0001-00,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",305,30,-22.8158820,-43.6100732
CS021631,COZINHA SOLIDÁRIA PASTORAL DO SORRISO – SOPA DAS OBRAS SOCIAIS PADRE ROMEU,"Rua Conde de Irajá, 50",Torre,50710-310,RECIFE,2611606,PE,OBRASSOCIAISPADREROMEU@GMAIL.COM,58.985.514/0001-23,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",210,160,-8.0453454,-34.9046261
CS020407,GCSM COM A MÃO DE DEUS SEMPRE,"RUA GERALDINA BATISTA, 135",COSTA E SILVA,91150-095,PORTO ALEGRE,4314902,RS,jane_kreyes@hotmail.com,33.338.458/0001-04,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",550,200,-30.0080205,-51.1136473
CS022487,PROJETO COLHENDO AFETO,"Rua Coronel Alberto de Melo, 676",Vila Centenário,25030-150,DUQUE DE CAXIAS,3301702,RJ,projetocolhendoafeto@gmail.com,60.577.366/0001-50,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",118,126,-22.7727115,-43.3157274
CS021807,COZINHA IDEAL,"Rua Rui Barbosa, 70",Santa Luzia,55530-000,GAMELEIRA,2605905,PE,nbraganeto@gmail.com,,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, Pessoas em situação de rua",10,200,-8.5801126,-35.3846936
CS021267,COZINHA DA ASSOCIAÇÃO COMUNITÁRIA RESTAURANDO VIDAS,"Avenida Darcy Vargas, 207",Ipiranga,36031-100,JUIZ DE FORA,3136702,MG,iadmmmrv@hotmail.com,15.552.793/0001-29,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",10,35,-21.7913512,-43.3522941
CS021399,MAE TANIA KORIN EFAN,"Rua do Passo, 26",Santo Antônio Além do Carmo,40301-408,SALVADOR,2927408,BA,producao_filhosdekf@hotmail.com,05.331.490/0001-22,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",484,200,-12.9703523,-38.5088017
CS022458,COZINHA KILOMBAS DO 7 MUCAMBOS,"Rua Barão de Muribeca, 383",Várzea,50741-080,RECIFE,2611606,PE,cozinhasolidaria7mucambos@gmail.com,,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",510,200,-8.0491810,-34.9634620
CS016388,COZINHA SOLIDÁRIA CASA AMARELA SOCIAL,"Edf Barão de Paisandu, Rua Visconde de Taunay -, 189",Casa Amarela,52070-220,RECIFE,2611606,PE,casamarelasocial@gmail.com,41.500.748/0001-30,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",101,100,-8.0224065,-34.9170610
CS022425,COZINHA SOLIDÁRIA ANJOS DO SERTÃO,"Rua Cinco, 250",Loteamento Recife,56320-726,PETROLINA,2611101,PE,reuva.almeida@gmail.com,35.398.790/0001-90,Está funcionando com carga horária reduzida,Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",300,100,-9.3699722,-40.4827757
CS022248,ALIANÇA DO BEM PNZ,"Rua Honório Ferreira, 59",Caminho do Sol,56330-550,PETROLINA,2611101,PE,acaoamigosdobempnz@gmail.com,43.691.603/0001-90,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",150,150,-9.3796865,-40.5014096
CS021145,COZINHA VILA NOVA,"Rua Bom sucesso 171, 103",Vila Nova,83260-000,MATINHOS,4115705,PR,veigadenise6@gmail.com,07.459.080/0001-97,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",270,350,-25.8365202,-48.5514593
CS021511,SDV RECICLANDO COZINHA SOLIDÁRIA,"Rua Alfredo Torres de Vasconcellos, 91",Agronomia,91540-555,PORTO ALEGRE,4314902,RS,sdvreciclando@gmail.com,57.842.997/0001-44,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",115,100,-30.0838904,-51.1169930
CS022290,GEDAE,"Rua Maria Gonçalves Torres, 150",Lourdes,36070-550,JUIZ DE FORA,3136702,MG,gedaejf01@gmail.com,26.122.259/0001-07,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",470,2100,-21.7754553,-43.3288740
CS017780,COZINHA COMUNITÁRIA SABOR E NUTRIÇÃO,"AVENIDA PERIMETRAL S/N, S/N",CENTRO,63515-000,QUIXELÔ,2311355,CE,paa.quixelo@sda.ce.gov.br,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",310,100,-6.2511550,-39.1995508
CS017813,COZINHA COMUNITÁRIA DOS MORADORES DO SITIO CHAPADA,"Sitio Chapada, 364",Caldeirão,63515-000,QUIXELÔ,2311355,CE,josefasouza868@gmail.com,01.961.568/0001-31,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",320,100,-6.2175875,-39.1664219
CS022463,ASSOCIAÇÃO AMIGOS DO LUCIANO,"Avenida Esperança, 1910",Guajuviras,92440-565,CANOAS,4304606,RS,lucianodasilvacanoas@gmail.com,52.296.873/0001-97,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Crianças, Outros grupos de pessoas em situação de vulnerabilidade social",200,200,-29.8893878,-51.1401630
CS017787,COZINHA SOLIDÁRIA DONA TEREZA,"Rua do Bosque, 680",Boa Saúde,93347-020,NOVO HAMBURGO,4313409,RS,associacaojardliberato@gmail.com,92.932.441/0001-40,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",88,160,-29.6817417,-51.1733783
CS022073,ASSOCIAÇÃO PROJETO SURFAR,"Rua Borborema, 687 e 691",Vila João Pessoa,91520-030,PORTO ALEGRE,4314902,RS,ongprojsurfar@gmail.com,09.097.983/0001-09,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",2640,700,-30.0730109,-51.1703415
CS020967,COZINHA POPULAR SOLIDÁRIA FÉ E ESPERANÇA,"Rua do Riachuelo, 205",Alberto Maia,54771-620,CAMARAGIBE,2603454,PE,associacaofeesperanca1@gmail.com,47.538.730/0001-04,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",39,400,-8.0219346,-35.0062046
CS022542,COZINHA SOLIDÁRIA AMOR DE MÃE,"Rua Palmira Pessoa, 83",Santos Anjos,36062-310,JUIZ DE FORA,3136702,MG,AMORDEMAE@TERRA.COM.BR,23.794.603/0001-08,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",78,150,-21.7553023,-43.3404810
CS021121,"PONTO POPULAR DE TRABALHO, ALIMENTAÇÃO E SAÚDE- COZINHA PRATO CHEIO","Rua Vinte e Cinco de Março, 255",Rio Branco,92200-540,CANOAS,4304606,RS,angelicalealm800@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública",470,300,-29.9620341,-51.1951458
CS021894,SOCIEDADE ASSISTENCIAL SARAVIDA,"Rua do Sossego, 239",Boa Vista,50050-080,RECIFE,2611606,PE,contato.saravida@gmail.com,05.818.105/0001-76,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",200,120,-8.0560337,-34.8852490
CS016841,COZINHA SOLIDÁRIA DO CÍRCULO LARANJA,"Rua Álvares Cabral, 505",Cachambi,20780-320,RIO DE JANEIRO,3304557,RJ,circulolaranjarj@gmail.com,27.687.671/0001-29,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Jovens, Pessoas em situação de rua, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",35,30,-22.8926737,-43.2708393
CS021234,COZINHA PAPA FRANCISCO,"Rua Floriano Peixoto, 402 B",Centro,69301-320,BOA VISTA,1400100,RR,caritasroraima@caritas.org.br,31.166.034/0001-84,"Não, a Cozinha encontra-se paralisada, sem atividade",Somente em dia de eventos,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes",56,30,2.8152687,-60.6681307
CS020314,ASSOCIAÇÃO DE MORADORES BAIRRO SÃO CRISTÓVÃO,"Rua Doutor José Bisognin, 463",São Cristóvão,99709-418,ERECHIM,4307005,RS,associacaosaocristovao2023@gmail.com,92.903.541/0001-48,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",80,150,-27.6504319,-52.2741531
CS022602,ALIMENTANDO ESPERANÇA,"Rua Astor dos Santos Dantas, 06",Nossa Senhora da Apresentação,59114-130,NATAL,2408102,RN,daniel86288730@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua",150,200,-5.7499614,-35.2628995
CS022373,COZINHA SANTA MARTA,"Rua Pastor Avelino Maica da Silveira, 21",Santa Marta/ Arroio da Manteiga,93040-000,SÃO LEOPOLDO,4318705,RS,souza52rosangela@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",18,164,-29.7678270,-51.1349888
CS021103,PROJETO ALIMENTE UMA ALMA,"Rua dos Radialistas, 24b",Nova Santa Marta,97037-106,SANTA MARIA,4316907,RS,zacariasrodriguesroseli@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",110,130,-29.6783935,-53.8561493
CS022180,COZINHA SOLIDÁRIA COMUNIDADE VILA ALBERTINA,"Rua Boi Piguá, 156",Jardim Daysy,02358-010,SÃO PAULO,3550308,SP,azevedocaroline427@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos",0,100,-23.4478322,-46.6092258
CS022622,COZINHA SEMEANDO SABORES,"Rua Belo Vale, 138",Dom Bosco,36025-540,JUIZ DE FORA,3136702,MG,grupo.semente@yahoo.com.br,20.459.442/0001-08,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",410,410,-21.7790239,-43.3636497
CS022641,COZINHA GRÃO DE MOSTARDA,"Travessa Santa Helena, 37",Quintas,59050-135,NATAL,2408102,RN,graodemostardarn@gmail.com,57.868.047/0001-99,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+",0,200,-5.8048357,-35.2335596
CS022631,COZINHA PROTEJA OS INDEFESOS,"Avenida Ruben Bento Alves, 7400",Cinqüentenário,95012-404,CAXIAS DO SUL,4305108,RS,ongprotejaosindefesos@gmail.com,58.611.970/0001-03,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",285,600,-29.1666035,-51.2152439
CS014881,COZINHA SOLIDÁRIA DO COLETIVO DE MULHERES MARIA BONITA,"Rua Eliseu Gomes, 618",Novo,57480-000,DELMIRO GOUVEIA,2702405,AL,col.mariabonita2023@gmail.com,45.175.645/0001-01,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Assentados da Reforma Agrária",98,100,-9.3809253,-38.0072688
CS022648,COZINHA KADOSH,"Avenida Maranguape, 2651",Nossa Senhora da Apresentação,59114-000,NATAL,2408102,RN,hf21707701@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",200,200,-5.7491346,-35.2720325
CS022654,COZINHA MÃOS A OBRA,"Travessa Fênix, 03",Nossa Senhora da Apresentação,59114-287,NATAL,2408102,RN,eduardodacosta95@gmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,Pessoas em situação de rua,300,300,-5.7415800,-35.2798960
CS022628,ASSOCIAÇÃO BENEFICENTE ASSISTENCIAL DIVINA PROVIDÊNCIA DE SANTA MARIA - ABA,"Rua Olegário Mariano, 1005",Divina Providência,97040-370,SANTA MARIA,4316907,RS,celitapdarosa@gmail.com,46.853.383/0001-41,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros)",0,150,-29.6796220,-53.8351522
CS022659,JANTAR SOLIDÁRIO,"Avenida Bacharel Tomaz Landim, 320",Igapó,59108-000,NATAL,2408102,RN,yhanabeatriz25@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",200,200,-5.7781573,-35.2490721
CS022660,COZINHA SOLIDÁRIA REUEL,"Rua Porto Carreiro, 145",Nossa Senhora da Apresentação,59114-133,NATAL,2408102,RN,adtm61174@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,Outros grupos de pessoas em situação de vulnerabilidade social,320,320,-5.7374219,-35.2755189
CS022642,NEUZONA,"Rua Zeferino Pedro dos Santos, 979",São José,63024-390,JUAZEIRO DO NORTE,2307304,CE,morarbemassociacao@gmail.com,07.427.501/0001-06,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",108,100,-7.2367641,-39.3470098
CS022010,INSTITUTO SOLDADO DE CRISTO,"RUA 14, 40",Rio Doce,53090-260,OLINDA,2609600,PE,michelinemarcos@hotmail.com,43.582.164/0001-87,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",75,180,-7.9575751,-34.8538863
CS019313,CASA DE ACOLHIDA FILHOS PREDILETOS,"Avenida Juscelino Kubitschek, 294",Centro,85851-210,FOZ DO IGUAÇU,4108304,PR,sanjos@ocaminho.org,05.334.779/0015-09,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças, Pessoas em situação de rua, Imigrantes",200,150,-25.5418224,-54.5870720
CS022673,PRATO SOLIDÁRIO,"Rua Jairo Freire de Lima, 860",Alto Alegre II,61921-350,MARACANAÚ,2307650,CE,aparecidasillva@hotmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",20,97,-3.8321375,-38.6019550
CS022643,ASSOCIAÇÃO BENEFICENTE SANTO ANTÔNIO,"Rua Santo Antonio, 1501",Centro,98130-000,JÚLIO DE CASTILHOS,4311205,RS,sbsajc@gmail.com,88.406.491/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Jovens, Crianças",0,400,-29.2176085,-53.6815715
CS019930,"ONG DE EDUCAÇÃO, ESPORTE E CULTURA PARQUE FLORESTAL","Rua Sinfonia Inacabada, 02",Parque Florestal,04882-040,SÃO PAULO,3550308,SP,ongeecparqueflorestal@gmail.com,39.456.555/0001-88,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",171,400,-23.8083043,-46.7650663
CS022701,CONSEC,"av dr manuel lima soares, 454 A",parque da prainha,61700-000,AQUIRAZ,2301000,CE,conselhocomunitariodoceara@gmail.com,02.833.111/0001-04,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",38,150,-3.8967082,-38.3769210
CS022310,FAMPS - PRATO CHEIO,"Rua Sá Oliveira, 47",Plataforma,40490-244,SALVADOR,2927408,BA,fampsoficial@gmail.com,48.090.197/0001-23,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes",721,320,-12.9036903,-38.4834725
CS022647,COZINHA SOLIDARIA INSTITUTO SOL CENTRAL,"avenida valerio porto,, 185",setor primavera,76245-000,BOM JARDIM DE GOIÁS,5203401,GO,institutosolcentral0@gmail.com,52.097.548/0001-03,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",78,200,-16.2119146,-52.1716033
